数据日期,客户编号,客户编号转码,客户名称,合同流水号,合同编号,年初风险分类名称,最新风险分类结果,年初风险分类,最新风险分类,最新风险五级分类,合同期限(年),短中长期贷款标识,客户所属省/市,业务品种大类,分区日期: [yyyyMMdd],一级分行名称,账务机构代码,账务机构名称,账务机构全路径,合同账务机构,合同状态,合同到期日期,合同经办人,实际发放日期,实际到期日期,合同终结日期,授信申请流水号,债项审批通知书流水号,主体通知书流水号,债项额度编号,授信协议额度流水号,授信协议通知书流水号,授信协议合同流水号,是否占用额度,占用额度客户编号,额度占用方角色,额度占用方债项审批通知书流水号,占用债项授信额度流水号,第三方额度流水号,第三方额度审批通知书流水号,占用第三方额度客户编号,基准利率代号,浮动类型,计息方式,计息周期,源系统业务品种名称,业务品种名称,业务类别名称,产品代码,发生类型,货币种类,还款方式名称,主要担保方式名称,国标行业投向代码,国标行业投向名称,本行投向代码,相关科目代码,相关科目名称,委托人客户类型,客户考核分类,客户考核预分类,经济类型代码,所在行政区划名称,控股类型（企业出资人经济成分）,首次风险分类时间,最新风险分类时间,系统控制类型,系统控制模板类型,合同模式标识,数据来源系统代码,战略新兴产业类型代码,战略新兴产业类型名称,承诺业务品种,汇率（本外币折人民币）,客户所属集团名称,客户所属集团,客户所属国标行业名称,贷款余额(万元),合同金额(万元)
2026-06-30,900000000008,A00008,嘉禾能源集团有限公司,2025063000077WG,580448625425-5,0102--正常2,0201--关注1,正常,关注,关注,0.5,短期,浙江省,公司流动贷款,2026-06-30,宁波分行,00289,宁波市中心支行,"0108001,0140001,330212,00289",00289,302--已生效终止下柜,2025-12-28,JB3796,2025-06-30,2026-01-27,2026-02-23,zxsq2025063000077P7,tz2025063000077NL,tz2025061700077YL,FXQYF859L07858532429023990069985318312081,XYED2025063000000077,xytz20250630000770D,xyht20250630000776G,1--是,900000000008,01--融资人,tz2025063000077NL,FXQYF859L07858532429023990069985318312081,DSFED2025063000000077,dstz2025063000077R0,900000000028,14802D01,0--浮动值浮动,7--满年分段计息,1--按季计息,公司流动资金贷款,10101--公司流动资金贷款,2001--单一债项,105030000,0100--正常申请,01--人民币,0101--分期等额本金,30201--商业用地土地使用权抵押,C3591,C3591--环境保护专用设备制造,53,113101,113101--普通短期贷款,企业法人,重点客户,价值,120,330212--浙江省--宁波市--鄞州区,A0102--国有绝对控股,2025-07-29 18:31:03,2025-09-11 17:32:43,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,10101--公司流动资金贷款,1.0,,无,C3591--环境保护专用设备制造,0.0,1978.14
2026-06-30,900000000097,A00097,鼎盛材料股份有限公司,2022021100078TW,799079446957-7,0101--正常1,0201--关注1,正常,关注,关注,10.0,长期,河南省,公司固定贷款,2026-06-30,郑州分行,00183,郑州市城北支行,"0108001,0140001,410105,00183",00183,301--已生效待下柜,2032-02-11,JB3266,2022-02-11,2032-02-11,,zxsq2022021100078HI,tz2022021100078TP,tz2022020700078SY,FXQYF903L03931661339661896122463030706832,,,,1--是,900000000097,01--融资人,tz2022021100078TP,FXQYF903L03931661339661896122463030706832,DSFED2022021100000078,dstz2022021100078IQ,900000000042,14802D01,0--浮动值浮动,1--不分段计息,0--按月计息,项目贷款,1010203--项目贷款,2002--组合债项,105020300,0100--正常申请,01--人民币,02--到期还款,101--一般信用,C3451,C3451--滚动轴承制造,45,113301,113301--普通长期贷款,企业法人,成长客户,潜力,174,410105--河南省--郑州市--金水区,B0202--港澳台绝对控股,2022-03-04 16:28:41,2025-11-12 10:31:23,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010203--项目贷款,1.0,新科产业集团有限公司,有,C3451--滚动轴承制造,1518.98,2680.55
2026-06-30,900000000001,A00001,远景商贸股份有限公司,2022030200079HL,238892371622-3,0201--关注1,0101--正常1,关注,正常,正常,1.0,短期,河南省,公司流动贷款,2026-06-30,郑州分行,00184,郑州市城北支行,"0108001,0140001,410105,00184",00184,302--已生效终止下柜,2023-03-02,JB4223,2022-03-02,2023-03-02,2023-03-07,zxsq20220302000792J,tz20220302000797J,tz2022021000079HQ,FXQYF526L39377551809739595787266404785829,,,,1--是,900000000001,01--融资人,tz20220302000797J,FXQYF526L39377551809739595787266404785829,,,,14802D01,0--浮动值浮动,5--满季分段计息,1--按季计息,公司结算帐户透支,1010401--公司结算帐户透支,2001--单一债项,105040100,0100--正常申请,01--人民币,0101--分期等额本金,41699--其他应收账款质押,C3055,C3055--玻璃包装容器制造,88,125110,125110--单位结算账户透支,企业法人,成长客户,潜力,174,410105--河南省--郑州市--金水区,B0301--外商相对控股,2022-05-03 18:07:55,2025-08-09 11:12:38,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010401--公司结算帐户透支,1.0,,无,C3055--玻璃包装容器制造,0.0,760.15
2026-06-30,900000000079,A00079,众联制造股份有限公司,2024031800080IX,994820799579-8,0101--正常1,0102--正常2,正常,正常,正常,3.0,中期,陕西省,公司固定贷款,2026-06-30,西安分行,00193,西安市中心支行,"0108001,0140001,610113,00193",00193,301--已生效待下柜,2027-03-18,JB7306,2024-03-18,2027-05-17,,zxsq20240318000806K,tz2024031800080J2,tz2024030300080WY,FXQYF315L23568273184489646055705042403613,XYED2024031800000080,xytz2024031800080KF,xyht2024031800080U4,1--是,900000000079,01--融资人,tz2024031800080J2,FXQYF315L23568273184489646055705042403613,,,,14802D01,0--浮动值浮动,1--不分段计息,3--利随本清,其他固定资产贷款,1010299--其他固定资产贷款,2001--单一债项,105029900,0800--循环贷续作,01--人民币,0101--分期等额本金,30104--厂房抵押,C3513,C3513--深海石油钻探设备制造,17,113201,113201--普通中期贷款,企业法人,重点客户,价值,110,610113--陕西省--西安市--雁塔区,B0201--港澳台相对控股,2024-05-24 14:45:01,2026-03-14 14:20:31,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010299--其他固定资产贷款,1.0,鼎盛产业集团有限公司,有,C3513--深海石油钻探设备制造,1436.13,3216.41
2026-06-30,900000000047,A00047,中恒能源集团有限公司,2024071700081IU,937539793225-6,0300--次级,0101--正常1,不良,正常,正常,2.0,中期,福建省,公司固定贷款,2026-06-30,泉州分行,00584,泉州市中心支行,"0108001,0140001,350503,00584",00584,301--已生效待下柜,2026-07-17,JB4076,2024-07-17,2026-08-16,,zxsq202407170008145,tz20240717000816V,tz2024070100081Y9,FXQYF544L10691503440361454417386261563296,,,,1--是,900000000047,01--融资人,tz20240717000816V,FXQYF544L10691503440361454417386261563296,,,,14802D01,0--浮动值浮动,5--满季分段计息,2--按年计息,公司商用房按揭贷款,1010302--公司商用房按揭贷款,2001--单一债项,105030200,0100--正常申请,01--人民币,0102--分期等额本息,306--在建工程,C3824,C3824--电力电子元器件制造,76,113201,113201--普通中期贷款,企业法人,基础客户,长尾,141,350503--福建省--泉州市--丰泽区,A0102--国有绝对控股,2024-08-28 12:56:04,2025-07-19 16:49:54,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,1,1-新一代信息技术产业,1010302--公司商用房按揭贷款,1.0,中恒产业集团有限公司,有,C3824--电力电子元器件制造,725.87,2166.78
2026-06-30,900000000098,A00098,启航机械股份有限公司,2025020400082I4,284733126585-1,0101--正常1,0102--正常2,正常,正常,正常,10.0,长期,四川省,公司固定贷款,2026-06-30,成都分行,00189,成都市城南支行,"0108001,0140001,510107,00189",00189,301--已生效待下柜,2035-02-04,JB8039,2025-02-04,2035-02-04,,zxsq2025020400082F7,tz2025020400082M4,tz2025012000082D1,FXQYF358L10648813578364164480073889905965,,,,1--是,900000000098,01--融资人,tz2025020400082M4,FXQYF358L10648813578364164480073889905965,,,,01700Y05,0--浮动值浮动,7--满年分段计息,3--利随本清,其他固定资产贷款,1010299--其他固定资产贷款,2002--组合债项,105029900,0700--连连贷,01--人民币,0101--分期等额本金,30103--办公用房抵押,C3569,C3569--其他电子专用设备制造,08,113301,113301--普通长期贷款,企业法人,重点客户,价值,130,510107--四川省--成都市--武侯区,B0202--港澳台绝对控股,2025-04-28 09:35:51,2026-03-20 17:32:19,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010299--其他固定资产贷款,1.0,,无,C3569--其他电子专用设备制造,3502.04,3536.81
2026-06-30,900000000068,A00068,华盛商贸集团有限公司,2024100800083Z3,750973196977-1,0101--正常1,0102--正常2,正常,正常,正常,3.0,中期,甘肃省,公司固定贷款,2026-06-30,兰州分行,00185,兰州市城南支行,"0108001,0140001,620102,00185",00185,301--已生效待下柜,2027-10-08,JB3890,2024-10-08,2027-10-08,,zxsq2024100800083N8,tz202410080008319,tz2024100500083JQ,FXQYF241L95657064258686947707229494360759,XYED2024100800000083,xytz2024100800083YL,xyht2024100800083M2,1--是,900000000068,01--融资人,tz202410080008319,FXQYF241L95657064258686947707229494360759,,,,01700Y01,0--浮动值浮动,5--满季分段计息,0--按月计息,公司住房开发贷款,1010201--公司住房开发贷款,2001--单一债项,105020100,0100--正常申请,14--美元,02--到期还款,41302--收费权质押,E4790,E4790--其他房屋建筑业,18,113202,113202--中期住房开发贷款,企业法人,成长客户,潜力,120,620102--甘肃省--兰州市--城关区,B0201--港澳台相对控股,2024-12-21 15:44:40,2025-05-23 14:36:44,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,1010201--公司住房开发贷款,7.1677651023,,无,E4790--其他房屋建筑业,2022.43,3309.43
2026-06-30,900000000060,A00060,鼎盛医药有限公司,20251004000842Q,156821182521-2,0102--正常2,0300--次级,正常,不良,次级,5.0,中期,安徽省,公司固定贷款,2026-06-30,合肥分行,00188,合肥市城北支行,"0108001,0140001,340104,00188",00188,301--已生效待下柜,2030-10-04,JB1953,2025-10-04,2030-12-03,,zxsq2025100400084MN,tz2025100400084T9,tz2025092200084O3,FXQYF061L51564446207575731087832978515798,,,,1--是,900000000060,01--融资人,tz2025100400084T9,FXQYF061L51564446207575731087832978515798,DSFED2025100400000084,dstz2025100400084VE,900000000001,14802D01,0--浮动值浮动,4--满月分段计息,4--手工计息,公司厂房按揭贷款,1010305--公司厂房按揭贷款,2001--单一债项,105030500,0100--正常申请,01--人民币,02--到期还款,101--一般信用,C3511,C3511--矿山机械制造,29,113201,113201--普通中期贷款,企业法人,成长客户,潜力,174,340104--安徽省--合肥市--蜀山区,B0301--外商相对控股,2025-12-25 15:14:56,2026-02-01 18:49:20,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,1,1-新一代信息技术产业,1010305--公司厂房按揭贷款,1.0,,无,C3511--矿山机械制造,790.11,911.66
2026-06-30,900000000082,A00082,远景食品股份有限公司,2022050700085BZ,534241458822-9,0101--正常1,0103--正常3,正常,正常,正常,10.0,长期,北京市,公司固定贷款,2026-06-30,北京分行,00190,北京市营业部,"0108001,0140001,110105,00190",00190,301--已生效待下柜,2032-05-07,JB1979,2022-05-07,2032-05-07,,zxsq2022050700085RA,tz202205070008530,tz20220506000857K,FXQYF751L00937440685637899240849619221722,,,,1--是,900000000082,01--融资人,tz202205070008530,FXQYF751L00937440685637899240849619221722,,,,01700Y01,0--浮动值浮动,1--不分段计息,0--按月计息,银团贷款,10108--银团贷款,2001--单一债项,105080000,0100--正常申请,01--人民币,0102--分期等额本息,40101--活期保证金,K7010,K7010--房地产开发经营,26,113501,113501--银团贷款出资额,企业法人,基础客户,长尾,159,110105--北京市--北京市--朝阳区,B0301--外商相对控股,2022-05-22 11:50:20,2025-08-11 17:25:43,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,3,3-新材料产业,10108--银团贷款,1.0,,无,K7010--房地产开发经营,2409.06,3373.24
2026-06-30,900000000082,A00082,远景食品股份有限公司,2024070100086JU,357085275716-5,0101--正常1,0102--正常2,正常,正常,正常,2.0,中期,北京市,公司固定贷款,2026-06-30,北京分行,00191,北京市城北支行,"0108001,0140001,110105,00191",00191,301--已生效待下柜,2026-07-01,JB7258,2024-07-01,2026-07-31,,zxsq20240701000866J,tz2024070100086ZO,tz20240613000867M,FXQYF384L95159266773371713625743887247551,,,,1--是,900000000082,01--融资人,tz2024070100086ZO,FXQYF384L95159266773371713625743887247551,,,,01700Y05,0--浮动值浮动,1--不分段计息,3--利随本清,公司商用房按揭贷款,1010302--公司商用房按揭贷款,2001--单一债项,105030200,0100--正常申请,01--人民币,0102--分期等额本息,40102--定期保证金,K7010,K7010--房地产开发经营,92,113201,113201--普通中期贷款,企业法人,重点客户,价值,159,110105--北京市--北京市--朝阳区,B0302--外商绝对控股,2024-07-08 12:02:34,2025-04-11 18:27:21,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010302--公司商用房按揭贷款,1.0,,无,K7010--房地产开发经营,168.7,3373.99
2026-06-30,900000000029,A00029,华盛医药股份有限公司,2024092600087RF,888372913655-5,0203--关注3,0103--正常3,关注,正常,正常,10.0,长期,广东省,公司固定贷款,2026-06-30,广州分行,00193,广州市城北支行,"0108001,0140001,440106,00193",00193,301--已生效待下柜,2034-09-26,JB3246,2024-09-26,2034-09-26,,zxsq20240926000879H,tz2024092600087G3,tz20240918000874C,FXQYF186L61426439356884794486880692841220,,,,1--是,900000000029,01--融资人,tz2024092600087G3,FXQYF186L61426439356884794486880692841220,DSFED2024092600000087,dstz2024092600087AN,900000000057,01700Y05,0--浮动值浮动,1--不分段计息,2--按年计息,其他固定资产贷款,1010299--其他固定资产贷款,2001--单一债项,105029900,0100--正常申请,01--人民币,02--到期还款,41302--收费权质押,C3461,C3461--烘炉、熔炉及电炉制造,65,113301,113301--普通长期贷款,企业法人,基础客户,长尾,120,440106--广东省--广州市--天河区,A0201--集体相对控股,2024-12-03 09:35:43,2025-07-21 16:59:17,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,2,2-高端装备制造产业,1010299--其他固定资产贷款,1.0,,无,C3461--烘炉、熔炉及电炉制造,810.81,982.8
2026-06-30,900000000097,A00097,鼎盛材料股份有限公司,2024052400088YO,146672903529-7,0101--正常1,0102--正常2,正常,正常,正常,5.0,中期,河南省,公司固定贷款,2026-06-30,郑州分行,00193,郑州市营业部,"0108001,0140001,410105,00193",00193,301--已生效待下柜,2029-05-24,JB6528,2024-05-24,2029-05-24,,zxsq2024052400088IU,tz20240524000885T,tz20240505000882T,FXQYF678L29175357371636019148521301597813,XYED2024052400000088,xytz20240524000889J,xyht2024052400088BL,1--是,900000000097,01--融资人,tz20240524000885T,FXQYF678L29175357371636019148521301597813,,,,14802D01,0--浮动值浮动,5--满季分段计息,9--满季计息,公司商用房按揭贷款,1010302--公司商用房按揭贷款,2001--单一债项,105030200,0302--重组-借新还旧（不变更主体）,01--人民币,0102--分期等额本息,41003--非上市公司股权质押,C3451,C3451--滚动轴承制造,94,113201,113201--普通中期贷款,企业法人,基础客户,长尾,159,410105--河南省--郑州市--金水区,B0202--港澳台绝对控股,2024-06-20 17:38:57,2026-01-03 16:52:57,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,7,7-节能环保产业,1010302--公司商用房按揭贷款,1.0,新科产业集团有限公司,有,C3451--滚动轴承制造,1631.09,2007.91
2026-06-30,900000000087,A00087,新科能源有限公司,20260103000890M,859646165810-8,0201--关注1,0300--次级,关注,不良,次级,0.5,短期,山西省,公司流动贷款,2026-06-30,太原分行,00194,太原市营业部,"0108001,0140001,140105,00194",00194,301--已生效待下柜,2026-07-03,JB4459,2026-01-03,2026-07-03,,zxsq202601030008979,tz2026010300089FE,tz20251216000898S,FXQYF960L53663733794107317684414557758738,XYED2026010300000089,xytz2026010300089RD,xyht20260103000895M,1--是,900000000087,01--融资人,tz2026010300089FE,FXQYF960L53663733794107317684414557758738,,,,01700Y01,0--浮动值浮动,1--不分段计息,3--利随本清,流动资金额度循环贷款,10107--流动资金额度循环贷款,2002--组合债项,105070000,0700--连连贷,01--人民币,02--到期还款,30101--住房抵押,C3511,C3511--矿山机械制造,18,113101,113101--普通短期贷款,企业法人,基础客户,长尾,159,140105--山西省--太原市--小店区,B0201--港澳台相对控股,2026-03-23 10:57:54,2026-05-15 14:13:01,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,10107--流动资金额度循环贷款,1.0,,无,C3511--矿山机械制造,227.18,1363.07
2026-06-30,900000000018,A00018,新科电子股份有限公司,2025051300090E4,697377219369-9,0102--正常2,0101--正常1,正常,正常,正常,7.0,长期,江苏省,公司固定贷款,2026-06-30,南京分行,00196,南京市中心支行,"0108001,0140001,320106,00196",00196,301--已生效待下柜,2032-05-13,JB1318,2025-05-13,2032-05-13,,zxsq20250513000909Q,tz2025051300090SZ,tz2025042700090Z7,FXQYF835L47145358680183755818042372576557,,,,1--是,900000000018,01--融资人,tz2025051300090SZ,FXQYF835L47145358680183755818042372576557,,,,01700Y01,0--浮动值浮动,5--满季分段计息,3--利随本清,公司厂房按揭贷款,1010305--公司厂房按揭贷款,2001--单一债项,105030500,0100--正常申请,01--人民币,0102--分期等额本息,201--公司法人保证,G5443,G5443--公路管理与养护,56,113301,113301--普通长期贷款,企业法人,成长客户,潜力,130,320106--江苏省--南京市--鼓楼区,B0302--外商绝对控股,2025-06-17 11:36:31,2026-05-31 11:18:01,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010305--公司厂房按揭贷款,1.0,,无,G5443--公路管理与养护,5793.98,6497.92
2026-06-30,900000000055,A00055,宏泰能源股份有限公司,20251223000911V,990054258834-4,0102--正常2,0102--正常2,正常,正常,正常,0.5,短期,云南省,公司流动贷款,2026-06-30,昆明分行,00194,昆明市城北支行,"0108001,0140001,530103,00194",00194,301--已生效待下柜,2026-06-23,JB6534,2025-12-23,2026-06-23,,zxsq20251223000917M,tz20251223000912G,tz2025121700091WQ,FXQYF474L22631698104345076125280738142255,,,,1--是,900000000055,01--融资人,tz20251223000912G,FXQYF474L22631698104345076125280738142255,,,,01700Y05,0--浮动值浮动,1--不分段计息,0--按月计息,公司结算帐户透支,1010401--公司结算帐户透支,2001--单一债项,105040100,0100--正常申请,01--人民币,0102--分期等额本息,30102--商业用房抵押,C3849,C3849--其他电池制造,24,125110,125110--单位结算账户透支,企业法人,重点客户,价值,110,530103--云南省--昆明市--盘龙区,B0301--外商相对控股,2026-01-23 08:17:07,2026-06-13 14:05:24,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,1010401--公司结算帐户透支,1.0,宏泰产业集团有限公司,有,C3849--其他电池制造,162.6,3251.96
